pmcid,doi,compound,metric,value,unit,holding_potentials_in_paper,status
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,9.00,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,14.53,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,8.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,phenytoin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,9.00,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,14.53,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,8.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,procaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,9.00,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,14.53,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,8.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ranolazine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,9.00,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,14.53,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,8.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,riluzole,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,9.00,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,14.53,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,8.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,ropivacaine,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,9.00,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,14.53,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,8.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,saxitoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,9.00,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,14.53,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,8.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,9.32,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,3.6,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10216335,10.3390/cancers15102806,tetrodotoxin,IC 50,8.47,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC11270453,10.1085/jgp.202413563,tetrodotoxin,Kd,3.1,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,39,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,0.058,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,36,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,33,uM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,0.053,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,0.059,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,EC 50,0.064,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,EC 50,0.52,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,EC 50,0.20,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,EC 50,0.15,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,EC 50,30,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,cannabidiol,IC 50,53,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,39,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,0.058,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,36,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,33,uM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,0.053,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,0.059,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,EC 50,0.064,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,EC 50,0.52,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,EC 50,0.20,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,EC 50,0.15,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,EC 50,30,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,carbamazepine,IC 50,53,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,39,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,0.058,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,36,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,33,uM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,0.053,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,0.059,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,EC 50,0.064,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,EC 50,0.52,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,EC 50,0.20,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,EC 50,0.15,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,EC 50,30,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lacosamide,IC 50,53,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,39,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,0.058,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,36,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,33,uM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,0.053,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,0.059,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,EC 50,0.064,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,EC 50,0.52,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,EC 50,0.20,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,EC 50,0.15,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,EC 50,30,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lamotrigine,IC 50,53,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,39,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,0.058,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,36,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,33,uM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,41,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,0.053,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,0.059,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,EC 50,0.064,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,EC 50,0.52,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,EC 50,0.20,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,EC 50,0.15,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,EC 50,0.037,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,EC 50,30,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,lidocaine,IC 50,53,nM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,oxcarbazepine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,oxcarbazepine,IC 50,0.051,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,oxcarbazepine,IC 50,39,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,oxcarbazepine,IC 50,0.058,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC8903829,10.7554/elife.72468,oxcarbazepine,IC 50,36,µM,"-150, -90, -62, -60, -45","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
