name,smiles,bbb_status,MW,LogP,TPSA,source,split
lorpiprazole,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1,1,405.47,3.56,37.19,MoleculeNet_BBBP,val
lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1,335.19,3.13,52.9,MoleculeNet_BBBP,train
loprazolam,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,1,464.91,2.93,94.65,MoleculeNet_BBBP,val
mebanazine,CC(NN)c1ccccc1,1,136.2,1.21,38.05,MoleculeNet_BBBP,train
fluocortin,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1,446.56,3.99,80.67,MoleculeNet_BBBP,train
iclazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1,1,368.86,3.95,41.9,MoleculeNet_BBBP,val
fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1,362.28,1.55,116.17,MoleculeNet_BBBP,train
fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,1,138.06,-0.09,70.06,MoleculeNet_BBBP,val
fosenazide,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,1,274.26,0.99,72.19,MoleculeNet_BBBP,val
fosazepam,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,360.78,4.1,49.74,MoleculeNet_BBBP,train
fluvoxamine,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,1,434.41,2.91,131.44,MoleculeNet_BBBP,train
fluvastatin,CC(C)n1c(/C=C/[C@@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1,411.47,4.63,82.69,MoleculeNet_BBBP,train
flutroline,OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1,1,450.5,5.92,28.4,MoleculeNet_BBBP,val
flutomidate,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,1,262.28,2.81,44.12,MoleculeNet_BBBP,train
flutizenol,OCCN1CCN(CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1,1,443.56,4.37,29.95,MoleculeNet_BBBP,val
fluticasone-propionate,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,500.58,4.43,80.67,MoleculeNet_BBBP,train
fluticasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,1,444.52,3.47,74.6,MoleculeNet_BBBP,train
flutemazepam,CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,1,318.74,2.61,52.9,MoleculeNet_BBBP,train
fluspirilene,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,1,475.58,5.31,35.58,MoleculeNet_BBBP,val
fluprazine,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,1,316.33,1.5,61.6,MoleculeNet_BBBP,train
fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,309.33,4.44,21.26,MoleculeNet_BBBP,train
fluotracen,C[C@H]1c2ccccc2[C@@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21,1,347.42,5.64,3.24,MoleculeNet_BBBP,val
fluorometholone-acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,418.51,3.49,80.67,MoleculeNet_BBBP,train
fluoresone,CCS(=O)(=O)c1ccc(F)cc1,1,188.22,1.62,34.14,MoleculeNet_BBBP,train
ftormetazine,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,421.49,4.47,26.79,MoleculeNet_BBBP,train
ftorpropazine,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,451.51,3.83,47.02,MoleculeNet_BBBP,train
furomazine,O=C1OCCC1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,459.01,4.72,53.01,MoleculeNet_BBBP,val
fursultiamine,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,1,398.55,2.5,101.57,MoleculeNet_BBBP,val
ibrotamide,CCC(Br)(C(N)=O)C(C)C,1,208.1,1.67,43.09,MoleculeNet_BBBP,train
hydromorphinol,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,1,303.36,0.54,73.16,MoleculeNet_BBBP,train
hydrocortisone-valerate,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1,486.65,4.3,100.9,MoleculeNet_BBBP,val
hydrocortisonecypionate(hydrocortisone-cipionate),C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O.O,1,480.55,1.37,169.7,MoleculeNet_BBBP,train
hopantenic-acid,CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,1,233.26,-0.65,106.86,MoleculeNet_BBBP,train
homprenorphine,CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,1,451.61,3.86,51.16,MoleculeNet_BBBP,train
homopipramol,OCCN1C=CN(CCCN2c3ccccc3C=Cc3ccccc32)C=CC1,1,373.5,4.29,29.95,MoleculeNet_BBBP,val
ifoxetine,Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C,1,221.3,1.41,41.49,MoleculeNet_BBBP,val
halopredone(halopredone-acetate),C[C@]12C=C(Br)C(=O)C=C1[C@H](F)C[C@H]1[C@@H]3CCC(O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,1,475.33,2.32,94.83,MoleculeNet_BBBP,train
halopemide,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,1,416.88,3.19,70.13,MoleculeNet_BBBP,val
halocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](F)C[C@]2(C)[C@H]1C(=O)CO,1,412.9,3.98,54.37,MoleculeNet_BBBP,train
halcinonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,1,454.97,3.89,72.83,MoleculeNet_BBBP,train
girisopam,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,1,328.8,4.13,43.18,MoleculeNet_BBBP,train
gevotroline,Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,1,309.39,3.69,31.92,MoleculeNet_BBBP,val
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1.[Cl-].[H+],1,395.94,-1.33,69.64,MoleculeNet_BBBP,val
gemazocine,CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,1,299.46,4.11,23.47,MoleculeNet_BBBP,train
gedocarnil,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,1,424.88,5.87,73.44,MoleculeNet_BBBP,val
ganaxolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,1,332.53,4.99,37.3,MoleculeNet_BBBP,train
tetrabarbital,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,1,240.3,1.58,75.27,MoleculeNet_BBBP,train
thiazesim(tiazesim),CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,1,326.47,3.82,23.55,MoleculeNet_BBBP,train
thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1,258.23,0.09,83.55,MoleculeNet_BBBP,test
methiomeprazine(levometiomeprazine),CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,1,344.55,5.21,6.48,MoleculeNet_BBBP,train
methastyridone,CC1(C)NC(=O)C(/C=C/c2ccccc2)O1,1,217.27,1.95,38.33,MoleculeNet_BBBP,test
metazocine,CC1C2Cc3ccc(O)cc3C1(C)CCN2C,1,231.34,2.55,23.47,MoleculeNet_BBBP,train
metapramine,CNC1Cc2ccccc2N(C)c2ccccc21,1,238.33,3.27,15.27,MoleculeNet_BBBP,train
metamfepramone,CC(C(=O)c1ccccc1)N(C)C,1,177.25,1.82,20.31,MoleculeNet_BBBP,train
metaclazepam,COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C,1,393.71,4.4,24.83,MoleculeNet_BBBP,train
mepiprazole,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1,1,304.83,2.74,35.16,MoleculeNet_BBBP,train
mephobarbital(methylphenobarbital),CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1,246.27,1.04,66.48,MoleculeNet_BBBP,train
menitrazepam,CN1C(=O)CN=C(C2=CCCCC2)c2cc([N+](=O)[O-])ccc21,1,299.33,2.86,75.81,MoleculeNet_BBBP,train
mefeclorazine,COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,1,360.89,3.72,24.94,MoleculeNet_BBBP,test
medifoxamine,CN(C)CC(Oc1ccccc1)Oc1ccccc1,1,257.33,3.03,21.7,MoleculeNet_BBBP,test
mazapertine,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1.O=C(O)CCC(=O)O,1,539.67,4.36,110.62,MoleculeNet_BBBP,test
maroxepin,CN1CCC2=C(CC1)c1ccccc1Oc1ccccc12,1,277.37,4.43,12.47,MoleculeNet_BBBP,test
losindole,CN1C[C@@H]2Cc3ccc(Cl)cc3[C@@H](c3ccccc3)[C@@H]2C1,1,297.83,4.21,3.24,MoleculeNet_BBBP,test
loreclezole,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,1,274.54,3.78,30.71,MoleculeNet_BBBP,test
lodaxaprine,OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1,1,289.77,2.76,49.25,MoleculeNet_BBBP,train
lobeline,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,1,337.46,4.24,40.54,MoleculeNet_BBBP,test
litoxetine,c1ccc2cc(COC3CCNCC3)ccc2c1,1,241.33,3.11,21.26,MoleculeNet_BBBP,test
methsuximide(mesuximide),CN1C(=O)CC(C)(c2ccccc2)C1=O,1,203.24,1.33,37.38,MoleculeNet_BBBP,train
lirequinil,CCO[C@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,1,448.95,4.64,51.54,MoleculeNet_BBBP,test
methylprednisolone-aceponate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,416.51,2.37,100.9,MoleculeNet_BBBP,train
metitepine(methiothepin),CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,1,356.56,4.4,6.48,MoleculeNet_BBBP,train
ocfentanil,COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1,1,370.47,3.51,32.78,MoleculeNet_BBBP,train
norcodeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,1,285.34,1.16,50.72,MoleculeNet_BBBP,train
nonaperone,O=C(CCCN1CC2CCC(CC2)C1)c1ccc(F)cc1,1,289.39,3.91,20.31,MoleculeNet_BBBP,test
nerisopam,COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,1,309.37,3.06,69.2,MoleculeNet_BBBP,train
nefopam,CN1CCOC(c2ccccc2)c2ccccc2C1,1,253.34,3.24,12.47,MoleculeNet_BBBP,test
nealbarbital,C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,1,238.29,1.35,75.27,MoleculeNet_BBBP,train
naranol,CC1CN(C)CC2Cc3c(ccc4ccccc34)OC12O,1,283.37,2.66,32.7,MoleculeNet_BBBP,test
napitane,c1ccc(C2CCN(CC3CCCc4c3ccc3c4OCO3)C2)cc1,1,335.45,4.32,21.7,MoleculeNet_BBBP,test
nafenodone(dexnafenodone),CN(C)CC[C@]1(c2ccccc2)CCc2ccccc2C1=O,1,293.41,3.71,20.31,MoleculeNet_BBBP,test
molindone,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1,276.38,1.96,45.33,MoleculeNet_BBBP,test
mofegiline,NC/C(=C/F)CCc1ccc(F)cc1,1,197.23,2.57,26.02,MoleculeNet_BBBP,train
mirfentanil,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,1,376.46,3.42,62.47,MoleculeNet_BBBP,test
mindoperone,COc1ccc2c(C3CCN(CCCC(=O)c4ccc(F)cc4)CC3)c(C)[nH]c2c1,1,408.52,5.47,45.33,MoleculeNet_BBBP,test
milnacipran,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN.[Cl-].[H+],1,282.81,-1.11,46.33,MoleculeNet_BBBP,train
milenperone,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc32)CC1,1,415.9,4.11,58.1,MoleculeNet_BBBP,train
mezepine,CNCCCN1Cc2ccccc2Cc2ccccc21,1,266.39,3.21,15.27,MoleculeNet_BBBP,test
metomidate,COC(=O)c1cncn1C(C)c1ccccc1,1,230.27,2.28,44.12,MoleculeNet_BBBP,train
methylprednisolone-acetate,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,1,474.55,2.22,138.2,MoleculeNet_BBBP,train
levoprotiline(oxaprotiline),CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,1,293.41,3.18,32.26,MoleculeNet_BBBP,train
ketorfanol,O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1,1,311.43,3.04,40.54,MoleculeNet_BBBP,test
ketipramine(ketimipramine),CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21,1,294.4,3.52,23.55,MoleculeNet_BBBP,train
fluprednisolone-valerate,CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1,462.56,3.25,100.9,MoleculeNet_BBBP,train
fluprednisolone,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1,378.44,1.51,94.83,MoleculeNet_BBBP,train
fluperolone(fluperolone-acetate),CC(=O)O[C@@H](C)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,434.5,2.61,100.9,MoleculeNet_BBBP,train
fluperlapine,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,1,309.39,3.06,18.84,MoleculeNet_BBBP,train
fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,376.47,2.92,74.6,MoleculeNet_BBBP,train
fluocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,376.47,2.64,74.6,MoleculeNet_BBBP,train
fluocortin-butyl,CCCCOC(=O)C(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,446.56,3.99,80.67,MoleculeNet_BBBP,train
fluocinolone-acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,452.49,2.37,93.06,MoleculeNet_BBBP,train
fluocinolone,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1,412.43,0.57,115.06,MoleculeNet_BBBP,train
flunisolide-acetate,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3C(O)CC12C,1,476.54,2.85,99.13,MoleculeNet_BBBP,train
flumethasone21pivalate(flumetasone-pivalate),C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,1,494.58,3.44,100.9,MoleculeNet_BBBP,train
flumethasone(flumetasoneanddiflorasone),C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,410.46,1.84,94.83,MoleculeNet_BBBP,train
fludiazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,302.74,3.29,32.67,MoleculeNet_BBBP,train
fluciprazine,C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1,1,360.47,2.66,35.94,MoleculeNet_BBBP,test
flucindol,CN(C)C1CCc2[nH]c3c(F)cc(F)cc3c2C1,1,250.29,2.87,19.03,MoleculeNet_BBBP,train
fluanisone,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,356.44,3.62,32.78,MoleculeNet_BBBP,test
fletazepam,Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21,1,356.75,4.7,15.6,MoleculeNet_BBBP,train
fenadiazole,O=C1C=CC=C/C1=C1/NN=CO1,1,162.15,0.46,50.69,MoleculeNet_BBBP,test
fenaclon,O=C(CCCl)NCCc1ccccc1,1,211.69,1.97,29.1,MoleculeNet_BBBP,train
etrabamine,CNC1CCc2ncsc2C1,1,168.26,1.22,24.92,MoleculeNet_BBBP,test
fluradoline,CNCCSC1=Cc2cc(F)ccc2Oc2ccccc21,1,301.39,4.38,21.26,MoleculeNet_BBBP,test
flurandrenolide(fludroxycortide),CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,436.52,2.5,93.06,MoleculeNet_BBBP,train
fluspiperone,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1,1,413.47,3.36,52.65,MoleculeNet_BBBP,train
flutoprazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,1,342.8,4.07,32.67,MoleculeNet_BBBP,train
isothamine(profenamine),CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,1,312.48,5.02,6.48,MoleculeNet_BBBP,train
isoprednidene,C=C1CC2C3C=CC4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)CO,1,372.46,1.72,94.83,MoleculeNet_BBBP,test
iproniazid,CC(C)NNC(=O)c1ccncc1,1,179.22,0.72,54.02,MoleculeNet_BBBP,train
indalpine,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,1,228.34,3.1,27.82,MoleculeNet_BBBP,test
iminophenimide,CCC1(c2ccccc2)NCC(=O)NC1=O,1,218.26,0.54,58.2,MoleculeNet_BBBP,test
icometasone-enbutate,CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,521.05,4.09,106.97,MoleculeNet_BBBP,train
hydroxypethidine,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1,263.34,1.92,49.77,MoleculeNet_BBBP,train
hydromorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,1,285.34,1.63,49.77,MoleculeNet_BBBP,train
odapipam,CC(=O)O.CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cccc3c2OCC3)C1,1,389.88,3.69,70,MoleculeNet_BBBP,train
homofenazine(homophenazine),OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,451.56,4.7,29.95,MoleculeNet_BBBP,train
hepzidine,CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,1,307.44,3.99,12.47,MoleculeNet_BBBP,test
heptabarb,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,1,250.3,1.64,75.27,MoleculeNet_BBBP,test
halometasone,C[C@@H]1CC2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,444.9,2.41,94.83,MoleculeNet_BBBP,train
halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,1,352.74,4.09,32.67,MoleculeNet_BBBP,train
guanoxyfen,N=C(N)NCCCOc1ccccc1,1,193.25,0.94,71.13,MoleculeNet_BBBP,train
gamfexine,CN(C)CCC(c1ccccc1)C1CCCCC1,1,245.41,4.3,3.24,MoleculeNet_BBBP,train
galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1,287.36,1.85,41.93,MoleculeNet_BBBP,test
furfenorex,CC(Cc1ccccc1)N(C)Cc1ccco1,1,229.32,3.34,16.38,MoleculeNet_BBBP,test
olanzapine,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,1,312.44,1.75,30.87,MoleculeNet_BBBP,train
opipramol,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,1,363.51,3.31,29.95,MoleculeNet_BBBP,test
oxanamide,NC(=O)C1CCCCO1,1,129.16,0.04,52.32,MoleculeNet_BBBP,train
tomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,1,255.36,3.72,21.26,MoleculeNet_BBBP,train
toloxatone,Cc1cccc(N2CC(CO)OC2=O)c1,1,207.23,1.31,49.77,MoleculeNet_BBBP,train
tolboxane,CCCC1(C)COB(c2ccc(C)cc2)OC1,1,232.13,2.54,18.46,MoleculeNet_BBBP,test
timobesone,CSC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,408.54,3.22,74.6,MoleculeNet_BBBP,train
tiletamine,CCNC1(c2cccs2)CCCCC1=O,1,223.34,2.7,29.1,MoleculeNet_BBBP,test
tiflucarbine,CCN1CCc2[nH]c3cc(F)c4scc(C)c4c3c2C1,1,288.39,4.21,19.03,MoleculeNet_BBBP,train
tienopramine,CN(C)CCCN1c2ccccc2C=Cc2sccc21,1,284.43,4.32,6.48,MoleculeNet_BBBP,test
ticabesone(ticabesone-propionate),CCC(=O)O[C@]1(C(=O)SC)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,482.59,4.13,80.67,MoleculeNet_BBBP,train
tiapride,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,1,328.43,1.17,75.71,MoleculeNet_BBBP,train
thiotetrabarbital,CCCC(CC)C1(CC)C(=O)NC(=S)NC1=O,1,256.37,1.74,58.2,MoleculeNet_BBBP,train
tetrazepam,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,1,288.78,3.61,32.67,MoleculeNet_BBBP,train
teniloxazine,O=C(O)/C=C\C(=O)O.c1csc(Cc2ccccc2OCC2CNCCO2)c1,1,405.47,2.42,105.09,MoleculeNet_BBBP,test
tenilapine,CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1,1,340.48,3.4,42.63,MoleculeNet_BBBP,test
talbutal,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1,224.26,0.96,75.27,MoleculeNet_BBBP,train
taclamine,c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31,1,289.42,4.46,3.24,MoleculeNet_BBBP,train
supidimide,O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O,1,280.31,0.11,83.55,MoleculeNet_BBBP,test
sulpiride,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1,341.43,0.56,101.73,MoleculeNet_BBBP,train
sulfonethylmethane,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,1,242.36,0.98,68.28,MoleculeNet_BBBP,train
sulazepam,CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,300.81,3.95,15.6,MoleculeNet_BBBP,train
spiroxatrine,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,1,379.46,2.25,54.04,MoleculeNet_BBBP,test
spiclamine,Clc1ccc([C@@H]2[C@H]3CC[C@@H](C3)C23CCC(N2CCOCC2)=N3)cc1,1,344.89,4.12,24.83,MoleculeNet_BBBP,test
sipatrigine,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,1,372.69,3.44,58.28,MoleculeNet_BBBP,test
setoperone,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,1,401.51,2.93,55.2,MoleculeNet_BBBP,test
trepipam(trimopam),COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,1,297.4,3.32,21.7,MoleculeNet_BBBP,test
triamcinolone-acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,434.5,2.42,93.06,MoleculeNet_BBBP,train
triamcinolone-diacetate,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,478.51,1.76,127.2,MoleculeNet_BBBP,train
azidamfenicol,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,1,295.26,0.42,161.46,MoleculeNet_BBBP,train
tofisoline,CCc1c(C)[n+]([NH-])c(-c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12,1,382.46,4.51,64.6,MoleculeNet_BBBP,test
mesocarb,CC(Cc1ccccc1)n1cc([N-]C(=O)Nc2ccccc2)[o+]n1,1,322.37,4.8,72.32,MoleculeNet_BBBP,test
licostinel,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,1,276.04,1.43,108.86,MoleculeNet_BBBP,test
nitrous-oxide,[N-]=[N+]=O,1,44.01,-0.16,53.47,MoleculeNet_BBBP,train
