endpoint,split,smiles,measured,probability,max_tanimoto_to_training
D2,time,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1,8.91,6.36064,0.4691
D2,time,CC(Oc1cccc(Cl)c1F)c1nc(N)nc(N2CCN(C)CC2)n1,6.33,6.22964,0.8039
D2,time,CC(Oc1nc2c(s1)CCN(CC[C@H]1CC[C@H](NC(=O)c3cccc4c3CN(C)C4=O)CC1)CC2)C(F)(F)F,6.192,6.53584,0.4
D2,time,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4o3)CN2)c1O,8.64,6.58309,0.4944
D2,time,Cn1cc2c(C(=O)N[C@H]3CC4(C3)C[C@](F)(CCN3CCc5nc(OCC(F)(F)F)sc5CC3)C4)cccc2n1,6.51,6.32909,0.3241
D2,time,Cc1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5ccc(OCC(F)(F)F)nc5CC4)OC3)cccn2n1,6.48,6.86142,0.381
D2,time,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cccn12,7.521,7.57201,0.5821
D2,time,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCOc3ccc4c(c3)NC(=O)CC4)CN2)c1O,8.747,6.99913,0.4565
D2,time,O=C(NCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1n[nH]c2ccccc12,6.94,7.04599,0.6471
D2,time,Cc1ncc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)F)sc4CC3)CC2)s1,6.852,6.20794,0.3978
D2,time,CCc1cc(Cl)c(OC)c(N2CCN(CC[C@H]3CC[C@H](NC(=O)CCOC)CC3)CC2)c1,7.822,7.20112,0.56
D2,time,CCn1c(C(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)cccc1=O,6.51,6.80383,0.427
D2,time,CCc1cccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)C4=CC5C=CC=CC5N4)CC3)CC2)c1Cl,8.24,7.75112,0.5405
D2,time,COc1cc2c(cn1)C(=O)N(CCN1CCN(c3nsc4ccccc34)CC1)CC2,6.751,7.47301,0.7059
D2,time,CCOc1cccc2cc(CNCCCCCOc3ccc4c(c3)NC(=O)CC4)oc12,6.355,6.96587,0.5065
D2,time,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2-c2ccccc2)CC1,7.12,6.93109,0.6154
D2,time,NC(=O)NCCCCCCN1CCN(c2cccc(Cl)c2)CC1,6.629,6.55249,0.7143
D2,time,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,4.0,6.39237,0.3544
D2,time,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)c2c1OCC2,6.399,6.30335,0.24
D2,time,CCc1ccc2c3c1CCN(C)[C@H]3Cc1ccc(OC)c(OC)c1-2,6.8,6.47339,0.6429
D2,time,CCc1ccc2c3c1CCN(C)[C@@H]3Cc1ccc(OC)c(OC)c1-2,7.55,6.47339,0.6429
D2,time,COc1ccc2cc(C(=O)N3CCN(CCOc4cccnc4)CC3)[nH]c2c1,6.44,6.03871,0.4507
D2,time,CCCN1CCc2cc(OCCCF)cc3c2[C@H]1Cc1cccc(O)c1-3,6.31,6.87013,0.6667
D2,time,O=C1CCc2ccc(OCCCCNCC3CC3c3cccc4c3OCCO4)cc2N1,6.917,6.93118,0.5658
D2,time,Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5sc(OCC(C)(F)F)nc5C4)CC3)cccc2n1,6.77,6.83046,0.433
D2,time,CCCN(CCc1ccc(CCN(CCC)[C@H]2CCc3c(O)cccc3C2)cc1)[C@@H]1CCc2cc(O)c(O)cc2C1,8.28,8.48982,0.8039
D2,time,O=C1c2ccccc2/C=C\c2ccccc2N1CCCN1CCOCC1,4.72,6.29629,0.4815
D2,time,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc(C(F)(F)F)n3)CC2)CC1)c1ccnc2ccccc12,6.79,6.50192,0.6486
D2,time,N#CC(CCNCCc1ccccc1)(c1ccccc1)c1ccccc1,4.75,6.40548,0.3488
D2,time,CSc1ccccc1C1CC1CNCCCCOc1ccc2ccc(=O)[nH]c2c1,7.955,6.67095,0.4079
D2,time,FC(F)(F)c1ccccc1OCCN1CCC2(CC1)CC2c1ccccc1,6.26,6.65724,0.5424
D2,time,CN1CCC(c2ccccc2)(c2ccccc2)C1,4.0,5.75458,0.3571
D2,time,Cn1cc2c(n1)C(=O)N(CCN1CCN(c3nsc4ccccc34)CC1)CCC2,6.16,7.71155,0.6232
D2,time,Nc1nc(N)nc(NCCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1,8.3,7.64398,0.6364
D2,time,CCc1nc2c(N3CCNCC3)nccc2n1S(=O)(=O)c1cccc(Cl)c1,6.05,6.17029,0.3571
D2,time,CC1(Oc2ccccc2)CCN(CCOc2ccc(C(F)(F)F)cc2)CC1,6.26,6.63993,0.7234
D2,time,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccccc3o2)CN1CCCc1noc2cc(F)ccc12,7.52,6.46117,0.3736
D2,time,Cc1nc(C)c2c(n1)CCN(CCN1CCC(c3noc4ccccc34)CC1)C2=O,6.2,6.81554,0.4268
D2,time,CN(C)C(=O)C(CCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,7.315,7.38685,0.55
D2,time,c1cc2c(s1)[C@@H]1CNCCN1CC2,4.0,5.64171,0.3158
D2,time,Cn1ccc2c1CCCN(CCN1CCC(c3noc4ccccc34)CC1)C2=O,6.89,6.82943,0.4146
D2,time,Cc1nnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)o1,6.009,6.15794,0.2857
D2,time,CCN(CCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)C(O)C(C)C,6.531,7.4256,0.623
D2,time,C[C@@H](Oc1ccc2c(n1)CCN(CC[C@H]1CC[C@H](NC(=O)c3cccc(=O)n3C)CC1)CC2)C(F)(F)F,6.52,6.39556,0.427
D2,time,Cc1ccc2c(C3CCN(CCN4CCc5cccnc5C4=O)CC3)noc2c1,6.56,6.87276,0.4819
D2,time,CC1(Oc2ccccc2)CC2CCC(C1)N2CCOc1ccccc1C(F)(F)F,6.26,6.58463,0.55
D2,time,O=S1(=O)N(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2N1CCC3,6.598,6.96609,0.5625
D2,time,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3c2OCCO3)CC1,6.04,5.71465,0.4321
D2,time,O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)C1CCOC1,7.24,6.14138,0.4231
D2,time,Cc1nc(C)c2c(=O)n(CCN3CCC(c4noc5ccccc45)CC3)ccc2n1,6.51,7.06377,0.4268
D2,time,O=c1n(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2n1CCC3,7.75,6.84708,0.6406
D2,time,c1ccc(N2CCN(CCCn3cnc4ccccc43)CC2)cc1,4.92,6.79998,0.6596
D2,time,COc1ccccc1C1CC1CNCCCCCOc1ccc2ccc(=O)[nH]c2c1,6.802,6.81419,0.5211
D2,time,COc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,7.91,7.63714,0.5522
D2,time,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cccc4ccccc34)[C@@H]1CO2,6.067,6.00964,0.5568
D2,time,Cc1ncccc1C(=O)N[C@H]1CC[C@H](CCN2CCc3sc(OCC(F)(F)F)nc3C2)CC1,6.21,6.90666,0.4457
D2,time,C=CCN1C[C@H](OC(=O)Nc2ccccc2)C[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,7.539,6.92425,0.6329
D2,time,CCC(F)(F)c1conc1C1CCN(CC[C@H]2CC[C@H](NC(=O)c3cccc4nn(C)cc34)CC2)CC1,7.481,6.87081,0.4659
D2,time,CCN(CCN1CCC(C2NOc3cc(F)ccc32)CC1)C(=O)C(O)CN,6.71,6.2906,0.32
D2,time,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(Cl)cc1)CC2,7.33,6.21884,0.5942
D2,time,Cn1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OCC(C)(F)F)nc4CC3)CC2)n1,6.3,6.64381,0.4103
D2,time,Clc1cccc(N2CCN(CCCCNCCC3(c4ccccn4)CCOCC3)CC2)c1Cl,6.018,7.66449,0.5846
D2,time,Cn1ccc2c1CCCN(CCN1CCN(c3noc4ccccc34)CC1)C2=O,6.221,6.46543,0.4429
D2,time,O=C1c2cnn(C3CC3)c2CCN1CCN1CCC(c2noc3ccccc23)CC1,6.668,6.8521,0.407
D2,time,O=C(NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1)C1CCOCC1,9.098,6.81253,0.3721
D2,time,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)CC1CCCCC1,6.182,6.09842,0.2469
D2,time,CNc1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)n1,6.07,5.66019,0.5676
D2,time,Cn1nc2c(c1C(F)(F)F)C(=O)N(CCN1CCN(c3nsc4ccccc34)CC1)CC2,6.462,7.90681,0.5333
D2,time,CSc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,4.0,7.18672,0.443
D2,time,COc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.92,6.6969,0.6
D2,time,O=C(NC(c1ccc(Cl)cc1)c1ccccn1)C1CCN(CCOc2ccccc2)CC1,7.26,7.57317,0.403
D2,time,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)c(F)c4)CC3)noc2c1,7.94,7.73819,0.6133
D2,time,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCC(C#N)(c2ccccc2)c2ccccc2)c1O,4.91,6.96936,0.6714
D2,time,CCCCC(Oc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,6.989,6.62806,0.5645
D2,time,CC(O)CN1[C@H](C)CN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)C[C@@H]1C,4.92,6.4294,0.6809
D2,time,CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1cc(F)ccc1OC,6.292,6.61485,0.4783
D2,time,N/C(=N\C(=O)NCc1ccccc1)NCCCc1nnc(N)s1,10.83,5.59889,0.2639
D2,time,C=CCN1C[C@H](OC(=O)Nc2ccoc2)C[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,8.08,6.71327,0.6024
D2,time,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3OCCN(c4ccc(C(F)(F)F)cc4)[C@@H]3C2)n1C,6.37,6.25469,1.0
D2,time,Cc1nnc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)F)sc4CC3)CC2)o1,6.242,6.3499,0.3667
D2,time,O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1n[nH]c2ccccc12,6.961,7.06255,0.6866
D2,time,CN(C)CCc1cc(O)c(O)c2c1CCc1ccccc1-2,7.41,6.54815,0.4167
D2,time,Cn1ncc2c1CCN(CCN1CCN(c3nsc4ccccc34)CC1)C2=O,6.1,7.52905,0.5942
D2,time,Cc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2,7.2,6.69256,0.4286
D2,time,COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,8.575,6.86633,0.4459
D2,time,COc1ccc(F)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,8.158,6.86633,0.4459
D2,time,COc1ccc(F)cc1C1CC1CNCCCOc1ccc2ccc(=O)[nH]c2c1,8.273,6.86633,0.4459
D2,time,Cc1cnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)o1,6.0,6.26925,0.2959
D2,time,Cn1nc(Br)c2c1CCN(CCN1CCN(c3nsc4ccccc34)CC1)C2=O,6.442,7.9053,0.5775
D2,time,CCc1cccc(N2CCN(CCC(c3cccc(O)c3)c3cccc(O)c3)CC2)c1Cl,6.729,7.65908,0.5882
D2,time,CSc1cccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,4.0,6.40603,0.45
D2,time,CC1(Oc2ccc(Cl)cc2)CCN(CCOc2ccc(F)cc2C(F)(F)F)CC1,6.26,6.60671,0.7963
D2,time,CCCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OCCOCC)c3CN1CC2,6.21,7.18082,0.7966
D2,time,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,4.301,6.24506,0.4605
D2,time,CCOc1cccc2cc(CNCCCCOc3ccc4c(c3)NC(=O)CC4)oc12,8.18,6.97913,0.5132
D2,time,COCC(C)(C)C(=O)NCCN1CCC(c2cccc(C)n2)CC1,7.1,5.82734,0.375
D2,time,O=c1c2cnc(C(F)(F)F)cc2ccn1CCN1CCC(c2noc3ccccc23)CC1,6.02,7.11819,0.4096
D2,time,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCC5)cc4Cl)CC3)noc2c1,7.85,7.69525,0.5921
D2,time,c1cnc2c(c1)CN[C@@H](CN(CCCCNC1COC1)[C@H]1CCCc3cccnc31)C2,4.523,6.97928,0.3151
D2,time,Cn1ccc2c1CCCN(CCN1CCN(c3nsc4ccccc34)CC1)C2=O,7.12,7.75862,0.5417
D2,time,C[C@H]1C[C@H](NS(=O)(=O)c2csc3ccccc23)CN1CCCc1noc2cc(F)ccc12,7.27,6.51283,0.5116
D2,time,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,7.793,6.46611,0.5467
D2,time,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,9.35,6.46611,0.5467
D2,time,CC(C)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C(=O)c1ccccc1,6.28,7.35071,0.5472
D2,time,COc1ccc(-c2ccccc2)c(CNC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,7.0,7.10057,0.6111
D2,time,CC(Oc1cc(Cl)ccc1F)c1nc(N)nc(N2CCN(C)CC2)n1,6.38,6.20375,0.6909
D2,time,Cc1nc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)no1,6.038,6.37489,0.287
D2,time,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1C/C=C1\CCC(CNC(=O)c2cc3ccccc3[nH]2)C1,6.175,7.09011,0.6988
D2,time,CCc1cc(Cl)c(OC)c(N2CCN(CC[C@H]3CC[C@H](NC(N)=O)CC3)CC2)c1,8.28,7.19207,0.5667
D2,time,O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1,7.25,7.79579,0.6441
D2,time,COc1cccc(C(c2ccccn2)N(C)CC2CCN(CCOc3ccccc3F)CC2)c1,7.26,6.87577,0.378
D2,time,Fc1ccc(CCCCN2CCN(c3ccc(Cl)cn3)CC2)cc1,6.71,6.53137,0.6739
D2,time,O=c1ccc2ccc(OCCCCNCC3CC3c3cccc(Cl)c3Cl)cc2[nH]1,7.459,6.82404,0.4865
D2,time,Cn1cc(OCC(=O)N[C@H]2CC[C@H](CCN3C[C@@H]4C[C@]4(c4cc(C(C)(F)F)on4)C3)CC2)cn1,6.66,6.57293,0.3368
D2,time,Cc1cc2c(n1C)CCCN(CCN1CCC(c3noc4ccccc34)CC1)C2=O,6.858,6.89101,0.439
D2,time,Cc1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCC(c4nscc4C(C)(F)F)CC3)CC2)s1,6.34,6.97033,0.3976
D2,time,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1,6.888,6.95979,0.551
D2,time,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccc(Cl)cn12,6.87,7.63567,0.6061
D2,time,C[C@H]1C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)CN1CCCc1noc2cc(F)ccc12,7.33,6.5545,0.494
D2,time,COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(Cl)c4[nH]3)CC2)cc1,4.89,6.21917,0.4143
D2,time,Cc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1CN1CCCC1,7.893,7.71304,0.6316
D2,time,O=C1c2ncccc2CCC1CCN1CCN(c2noc3cc(F)ccc23)CC1,6.4,6.84479,0.5128
D2,time,COc1ccc(N(C)CCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,4.0,6.05111,0.5224
D2,time,O=C1c2ncccc2CCN1CCN1CCN(c2noc3cc(F)ccc23)CC1,6.083,6.6408,0.439
D2,time,Cc1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)(F)F)sc4CC3)CC2)s1,6.138,6.60062,0.407
D2,time,Cc1nnc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4sc(C5CC(F)(F)C5)nc4C3)CC2)s1,6.348,6.53203,0.3896
D2,time,CC(F)c1cc(C23CC2CN(CC[C@H]2CC[C@H](NC(=O)c4cccc5nn(C)cc45)CC2)C3)no1,6.26,6.60236,0.3939
D2,time,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,8.44,7.92169,0.697
D2,time,O=c1n(CCCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)nc2ccccn12,7.209,7.39428,0.5606
D2,time,COc1cc2c3c(c1OC)-c1cc(N)ccc1CC3N(C)CC2,6.58,6.56026,0.6667
D2,time,COc1cccc(N2CCN(CCCCNC(=O)c3n[nH]c4ccccc34)CC2)c1,6.97,6.7856,0.6176
D2,time,Cc1ncc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)o1,6.01,6.39383,0.2936
D2,time,Clc1ccc([C@@H](NCC2CCN(CCOc3ccccc3)CC2)c2ccccn2)cc1,7.26,6.99255,0.4219
D2,time,Clc1ccc(C(NCC2CCN(CCOc3ccccc3)CC2)c2ccccn2)cc1,7.26,6.99255,0.4219
D2,time,O=C1c2cncnc2CCN1CCN1CCN(c2nsc3ccccc23)CC1,6.11,7.37164,0.5857
D2,time,Cn1ncc2c1CCC(CCN1CCC(c3noc4ccccc34)CC1)C2=O,6.83,6.9145,0.5342
D2,time,CC1(C)CN(CCN2CCC(c3noc4cc(F)ccc34)CC2)C(=O)c2ncccc21,6.98,7.98944,0.5606
D2,time,Cc1c2c(nn1C)CCN(CCN1CCC(c3noc4ccccc34)CC1)C2=O,6.57,6.77292,0.4118
D2,time,Cc1cc(-c2ccsc2)cc(N2CCN(C)CC2)n1,8.133,6.18672,0.3571
D2,time,COc1ccccc1N1CCN(CCCCNC2=CC=CC3=[N+]4[N+](=Cc5c(C)cc(C)n5[B-]4(F)F)[B-](F)(F)N23)CC1,7.091,7.4955,0.4444
D2,time,CCN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(Cl)cc3[C@@H](C)C2)CC1,7.62,6.86241,0.6212
D2,time,O=C1CCc2ccccc2N1CCCN1CCN(c2ccc(-c3ccccc3)cc2)CC1,4.0,6.44829,0.6531
D2,time,Cc1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nocc4C(C)(F)F)CC3)CC2)s1,7.058,6.54313,0.4557
D2,time,CC(C)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1,7.23,7.4829,0.5781
D2,time,COCCOCCOc1ccc(NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c(-c2ccccc2)c1,7.07,7.43254,0.6486
D2,time,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2)CC1,6.649,6.90925,0.6207
D2,time,COc1ccccc1N1CCN(CCCNC(=O)Nc2ccccc2-c2ccccc2)CC1,6.92,7.16759,0.629
D2,time,COc1ccccc1N1CCN(CCCCNc2nc(N)nc(N)n2)CC1,7.34,6.76915,0.6667
D2,time,C[C@@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21,6.538,7.02941,0.7333
D2,time,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21,8.23,7.02941,0.7333
D2,time,CN1Cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5sc(OC6CC(F)(F)C6)nc5C4)CC3)cccc2C1=O,6.539,6.54153,0.3895
D2,time,COc1ccccc1N1CCN(CCCNC(=O)NCc2c(F)cccc2-c2ccccc2)CC1,6.809,7.14552,0.5789
D2,time,O=c1ccc2ccc(OCCCCNCC3CC3c3cccc4c3OCCO4)cc2[nH]1,7.58,6.57782,0.5479
D2,time,CN(CCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21)C1CCOCC1,4.523,7.06692,0.3521
D2,time,Cc1ncc2c(n1)CCN(CCN1CCC(c3noc4ccccc34)CC1)C2=O,6.04,6.81285,0.4353
D2,time,CCOc1cccc2cc(CNCCCCCOc3ccc4ccc(=O)[nH]c4c3)oc12,6.125,6.67304,0.4675
D2,time,CN(c1ccccc1)C1(C)CCN(CCOc2ccccc2C(F)(F)F)CC1,6.26,6.55718,0.5862
D2,time,N#CC(CCNCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,7.289,6.83134,0.5238
D2,time,CCC(Oc1cc(Cl)ccc1Cl)c1nc(Nc2ccccc2)nc(N2CCN(C)CC2)n1,6.378,6.58092,0.4286
D2,time,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(C#N)cc1)CC2,6.721,6.49728,0.5694
D2,time,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cc4ccccc4[nH]3)[C@@H]1CO2,6.133,6.02454,0.6548
D2,time,CN(C)C(=O)N[C@H]1CC[C@H](CCNCC2CC2c2cccc3ccccc23)CC1,6.438,6.61719,0.4459
D2,time,Clc1cccc(N2CCN(CCCOC3(c4ccccn4)CCOCC3)CC2)c1Cl,7.23,7.49713,0.5231
D2,time,O=C(NCCCCN1CCN(c2ccccc2C(F)(F)F)CC1)c1n[nH]c2ccccc12,8.068,7.2095,0.5714
D2,time,CCC(Sc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,6.0,6.47738,0.5763
D2,time,COCC(C)(C)C(=O)NCCN1CC=C(c2cccc(C)n2)CC1,7.58,5.53919,0.3151
D2,time,FC(F)(F)c1ccccc1OCCN1CCC(COC(c2ccc(Cl)cc2)c2ccccn2)CC1,6.26,6.68051,0.4789
D2,time,COc1cc(CN2CCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,8.209,7.78258,0.7183
D2,time,Cc1nnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(F)(F)C(F)F)sc4CC3)CC2)o1,6.319,6.13379,0.2667
D2,time,Cn1cc2c(C(=O)NC3CC4(CC(CCN5CCc6sc(OCC(C)(F)F)nc6C5)C4)C3)cccc2n1,6.4,6.64097,0.3619
D2,time,CCCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,9.161,7.70234,0.8545
D2,time,C=CCN1C[C@H](OC(=O)Nc2cc(C)ccc2OC)C[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,7.726,6.79772,0.6173
D2,time,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,6.53,5.64323,0.3636
D2,time,O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cn2)CC1,6.44,7.13872,0.5077
D2,time,Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CC5CC5(c5cc(C(F)F)on5)C4)CC3)cccc2n1,6.7,6.59018,0.398
D2,time,CCN(CCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(Cl)ccc1OC,6.987,7.17856,0.4321
D2,time,O=C1c2cnc(Br)cc2CCN1CCN1CCN(c2nsc3ccccc23)CC1,6.65,7.86311,0.6377
D2,time,O=C1CCc2ccccc2N1CCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,4.62,6.43615,0.5741
D2,time,COC(=O)c1ccc(N2CCN(CCCN3C(=O)CCc4ccccc43)CC2)cc1,4.33,6.47118,0.5439
D2,time,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cccn12,7.02,7.52467,0.5821
D2,time,Cc1cc(OCC(=O)N[C@H]2CC[C@H](CCN3CCc4sc(N5CC(F)(F)C5)nc4C3)CC2)no1,6.09,6.52993,0.369
D2,time,CCc1cccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)NC)CC3)CC2)c1Cl,9.319,8.01771,0.629
D2,time,CCCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1,10.828,6.36268,0.2381
D2,time,CC(Oc1cccc(Cl)c1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,6.37,6.33588,0.8367
D2,time,C=CCN1C[C@H](OC(=O)Nc2ccsc2)C[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,8.112,6.81613,0.6173
D2,time,COc1ccc(N2CCN(CCCN3C(=O)CCc4ccccc43)CC2)cc1,4.68,6.20266,0.5932
D2,time,Cn1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4sc(OCC(C)(F)F)nc4C3)CC2)c(F)n1,6.098,6.79959,0.3827
D2,time,N#Cc1cc2c(cn1)C(=O)N(CCN1CCN(c3nsc4ccccc34)CC1)CC2,6.07,7.67423,0.6111
D2,time,CC1CN(CCN2CCN(c3nsc4ccccc34)CC2)C(=O)c2cnn(C)c21,6.219,7.7721,0.527
D2,time,O=c1c2cnc(C(F)(F)F)cc2ccn1CCN1CCN(c2nsc3ccccc23)CC1,6.418,8.06281,0.4706
D2,time,Cn1cc(CC(=O)N[C@H]2CC[C@H](CCN3C[C@@H]4C[C@]4(c4cc(C(C)(F)F)on4)C3)CC2)cn1,6.57,6.68454,0.3333
D2,time,CC(C)(C)NC(=O)Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2cc(Br)c(Br)cc21,6.35,7.23622,0.4595
D2,time,Cc1cnc(OCC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(CCC(F)(F)F)nc4CC3)CC2)cn1,6.04,6.49949,0.4156
D2,time,CC1(Oc2ccc(Cl)cc2)CCN(CCn2ccccc2=O)C1,4.7,5.72354,0.6346
D2,time,COc1cc2c(cc1OC)Oc1c(O)ccc3c1[C@@H](C2)N(C)CC3,6.497,6.80801,0.4561
D2,time,Cc1c(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(F)cc12,7.822,6.40311,0.5854
D2,time,Cc1c(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(F)cc12,9.2,6.40311,0.5854
D2,time,Cn1c(C(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)(F)F)sc4CC3)CC2)cccc1=O,6.43,6.70322,0.3889
