# WHAT THIS FILE CONTAINS: All 1036 model inputs in the exact order the estimator receives them: 1024 ECFP-4 fingerprint bits followed by 12 named physicochemical descriptors.
# WHAT IT IS USED FOR: Reading the feature matrix, and confirming that every endpoint shares one fixed representation.
# GENERATED FROM: src/brainsafe/features/featurize.py
position,feature,block,type,meaning
459,ecfp4_458,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
460,ecfp4_459,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
461,ecfp4_460,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
462,ecfp4_461,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
463,ecfp4_462,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
464,ecfp4_463,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
465,ecfp4_464,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
466,ecfp4_465,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
467,ecfp4_466,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
468,ecfp4_467,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
469,ecfp4_468,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
470,ecfp4_469,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
471,ecfp4_470,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
472,ecfp4_471,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
473,ecfp4_472,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
474,ecfp4_473,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
475,ecfp4_474,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
476,ecfp4_475,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
477,ecfp4_476,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
478,ecfp4_477,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
479,ecfp4_478,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
480,ecfp4_479,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
481,ecfp4_480,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
482,ecfp4_481,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
483,ecfp4_482,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
484,ecfp4_483,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
485,ecfp4_484,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
486,ecfp4_485,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
487,ecfp4_486,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
488,ecfp4_487,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
489,ecfp4_488,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
490,ecfp4_489,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
491,ecfp4_490,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
492,ecfp4_491,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
493,ecfp4_492,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
494,ecfp4_493,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
495,ecfp4_494,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
496,ecfp4_495,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
497,ecfp4_496,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
498,ecfp4_497,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
499,ecfp4_498,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
500,ecfp4_499,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
501,ecfp4_500,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
502,ecfp4_501,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
503,ecfp4_502,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
504,ecfp4_503,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
505,ecfp4_504,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
506,ecfp4_505,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
507,ecfp4_506,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
508,ecfp4_507,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
509,ecfp4_508,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
510,ecfp4_509,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
511,ecfp4_510,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
512,ecfp4_511,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
513,ecfp4_512,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
514,ecfp4_513,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
515,ecfp4_514,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
516,ecfp4_515,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
517,ecfp4_516,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
518,ecfp4_517,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
519,ecfp4_518,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
520,ecfp4_519,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
521,ecfp4_520,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
522,ecfp4_521,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
523,ecfp4_522,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
524,ecfp4_523,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
525,ecfp4_524,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
526,ecfp4_525,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
527,ecfp4_526,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
528,ecfp4_527,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
529,ecfp4_528,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
530,ecfp4_529,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
531,ecfp4_530,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
532,ecfp4_531,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
533,ecfp4_532,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
534,ecfp4_533,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
535,ecfp4_534,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
536,ecfp4_535,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
537,ecfp4_536,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
538,ecfp4_537,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
539,ecfp4_538,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
540,ecfp4_539,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
541,ecfp4_540,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
542,ecfp4_541,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
543,ecfp4_542,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
544,ecfp4_543,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
545,ecfp4_544,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
546,ecfp4_545,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
547,ecfp4_546,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
548,ecfp4_547,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
549,ecfp4_548,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
550,ecfp4_549,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
551,ecfp4_550,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
552,ecfp4_551,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
553,ecfp4_552,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
554,ecfp4_553,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
555,ecfp4_554,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
556,ecfp4_555,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
557,ecfp4_556,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
558,ecfp4_557,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
559,ecfp4_558,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
560,ecfp4_559,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
561,ecfp4_560,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
562,ecfp4_561,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
563,ecfp4_562,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
564,ecfp4_563,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
565,ecfp4_564,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
566,ecfp4_565,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
567,ecfp4_566,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
568,ecfp4_567,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
569,ecfp4_568,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
570,ecfp4_569,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
571,ecfp4_570,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
572,ecfp4_571,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
573,ecfp4_572,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
574,ecfp4_573,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
575,ecfp4_574,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
576,ecfp4_575,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
577,ecfp4_576,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
578,ecfp4_577,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
579,ecfp4_578,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
580,ecfp4_579,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
581,ecfp4_580,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
582,ecfp4_581,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
583,ecfp4_582,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
584,ecfp4_583,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
585,ecfp4_584,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
586,ecfp4_585,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
587,ecfp4_586,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
588,ecfp4_587,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
589,ecfp4_588,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
590,ecfp4_589,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
591,ecfp4_590,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
592,ecfp4_591,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
593,ecfp4_592,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
594,ecfp4_593,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
595,ecfp4_594,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
596,ecfp4_595,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
597,ecfp4_596,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
598,ecfp4_597,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
599,ecfp4_598,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
600,ecfp4_599,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
601,ecfp4_600,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
602,ecfp4_601,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
603,ecfp4_602,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
604,ecfp4_603,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
605,ecfp4_604,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
606,ecfp4_605,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
607,ecfp4_606,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
608,ecfp4_607,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
609,ecfp4_608,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
610,ecfp4_609,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
611,ecfp4_610,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
612,ecfp4_611,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
613,ecfp4_612,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
614,ecfp4_613,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
615,ecfp4_614,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
616,ecfp4_615,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
617,ecfp4_616,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
618,ecfp4_617,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
619,ecfp4_618,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
620,ecfp4_619,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
621,ecfp4_620,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
622,ecfp4_621,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
623,ecfp4_622,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
624,ecfp4_623,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
625,ecfp4_624,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
626,ecfp4_625,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
627,ecfp4_626,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
628,ecfp4_627,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
629,ecfp4_628,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
630,ecfp4_629,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
631,ecfp4_630,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
632,ecfp4_631,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
633,ecfp4_632,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
634,ecfp4_633,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
635,ecfp4_634,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
636,ecfp4_635,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
637,ecfp4_636,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
638,ecfp4_637,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
639,ecfp4_638,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
640,ecfp4_639,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
641,ecfp4_640,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
642,ecfp4_641,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
643,ecfp4_642,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
644,ecfp4_643,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
645,ecfp4_644,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
646,ecfp4_645,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
647,ecfp4_646,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
648,ecfp4_647,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
649,ecfp4_648,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
650,ecfp4_649,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
651,ecfp4_650,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
652,ecfp4_651,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
653,ecfp4_652,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
654,ecfp4_653,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
655,ecfp4_654,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
656,ecfp4_655,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
657,ecfp4_656,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
658,ecfp4_657,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
659,ecfp4_658,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
660,ecfp4_659,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
661,ecfp4_660,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
662,ecfp4_661,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
663,ecfp4_662,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
664,ecfp4_663,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
665,ecfp4_664,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
666,ecfp4_665,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
667,ecfp4_666,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
668,ecfp4_667,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
669,ecfp4_668,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
670,ecfp4_669,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
671,ecfp4_670,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
672,ecfp4_671,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
673,ecfp4_672,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
674,ecfp4_673,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
675,ecfp4_674,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
676,ecfp4_675,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
677,ecfp4_676,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
678,ecfp4_677,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
679,ecfp4_678,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
680,ecfp4_679,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
681,ecfp4_680,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
682,ecfp4_681,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
683,ecfp4_682,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
684,ecfp4_683,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
685,ecfp4_684,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
686,ecfp4_685,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
687,ecfp4_686,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
688,ecfp4_687,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
