name,smiles,bbb,compound_type,data_source,ad_target_count,pd_target_count,als_target_count,hd_target_count,antioxidant,anti_inflammatory,mitochondrial_support,aggregation_modulation,cognitive_enhancement,neurogenesis,synaptic_plasticity,tier,sample_weight,nps,phenolic_oh_count,catechol_flag,aromatic_ring_count,hbd_count,tpsa,rotatable_bonds
METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,63.0,62.0,77.0,50.0,49.0,37.0,41.0,gold_ml_predicted,0.9,57.5,0,0,0,3,94.8,2
DEXMEDETOMIDINE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,70.0,61.0,73.0,55.0,56.0,47.0,50.0,gold_ml_predicted,0.9,61.3,0,0,2,1,28.7,2
FASUDIL,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,Medium,Clinical Candidate,chembl_ml_predicted,0,0,2,0,65.0,64.0,72.0,51.0,52.0,36.0,43.0,gold_ml_predicted,0.9,58.3,0,0,2,1,62.3,2
ENOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,66.0,64.0,78.0,54.0,53.0,37.0,40.0,gold_ml_predicted,0.9,59.8,0,0,2,2,87.5,3
CLENBUTEROL,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,Medium,Clinical Candidate,chembl_ml_predicted,0,0,2,0,72.0,64.0,71.0,52.0,56.0,46.0,52.0,gold_ml_predicted,0.9,61.7,0,0,1,3,58.3,3
LACOSAMIDE,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,64.0,65.0,73.0,58.0,54.0,37.0,42.0,gold_ml_predicted,0.9,59.7,0,0,1,2,67.4,6
PRAMIPEXOLE,CCCN[C@H]1CCc2nc(N)sc2C1,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,73.0,65.0,75.0,52.0,54.0,44.0,47.0,gold_ml_predicted,0.9,61.9,0,0,1,2,50.9,3
ALEPLASININ,Cc1cccc(-c2ccc3c(c2)c(C(=O)C(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,70.0,73.0,65.0,59.0,80.0,55.0,67.0,gold_ml_predicted,0.9,68.5,0,0,4,1,59.3,5
POZANICLINE,Cc1ncccc1OC[C@@H]1CCCN1,High,Clinical Candidate,chembl_ml_predicted,2,0,0,0,72.0,71.0,64.0,54.0,80.0,56.0,70.0,gold_ml_predicted,0.9,67.9,0,0,1,1,34.1,3
QUINIDINE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,66.0,61.0,74.0,56.0,54.0,47.0,53.0,gold_ml_predicted,0.9,60.6,0,0,2,1,45.6,4
SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,Low,Clinical Candidate,chembl_ml_predicted,2,0,0,0,72.0,75.0,63.0,58.0,79.0,56.0,68.0,gold_ml_predicted,0.9,68.9,0,1,3,1,90.4,8
PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,61.0,62.0,70.0,55.0,53.0,38.0,41.0,gold_ml_predicted,0.9,57.4,0,0,4,1,41.0,7
MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,62.0,62.0,73.0,56.0,51.0,36.0,40.0,gold_ml_predicted,0.9,57.7,1,0,1,1,94.5,9
SEMAGACESTAT,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,71.0,73.0,63.0,65.0,78.0,56.0,68.0,gold_ml_predicted,0.9,69.1,0,0,1,3,98.7,5
MEMANTINE HYDROCHLORIDE,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,High,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,69.0,63.0,74.0,56.0,54.0,45.0,47.0,gold_ml_predicted,0.9,61.1,0,0,0,1,26.0,0
PIOGLITAZONE HYDROCHLORIDE,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,66.0,59.0,74.0,55.0,57.0,46.0,53.0,gold_ml_predicted,0.9,60.4,0,0,2,1,68.3,7
AVAGACESTAT,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,Low,Clinical Candidate,chembl_ml_predicted,2,0,0,0,71.0,74.0,65.0,58.0,79.0,58.0,75.0,gold_ml_predicted,0.9,69.4,0,0,3,1,119.4,9
SUVOREXANT,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,71.0,67.0,58.0,81.0,55.0,74.0,gold_ml_predicted,0.9,69.3,0,0,4,0,80.3,3
CARBIDOPA,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,63.0,63.0,71.0,53.0,49.0,38.0,41.0,gold_ml_predicted,0.9,57.4,2,1,1,5,147.3,4
DEXTROMETHORPHAN HYDROBROMIDE,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,67.0,62.0,74.0,54.0,55.0,45.0,51.0,gold_ml_predicted,0.9,60.6,0,0,1,0,44.0,1
FLORBETAPIR F 18,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,75.0,62.0,62.0,79.0,56.0,70.0,gold_ml_predicted,0.9,69.7,0,0,2,1,52.6,12
VELUSETRAG,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@@H](O)CN(C)S(C)(=O)=O)cc2ccccc21,Low,Clinical Candidate,chembl_ml_predicted,2,0,0,0,73.0,70.0,66.0,58.0,80.0,57.0,69.0,gold_ml_predicted,0.9,68.8,0,0,2,2,111.9,8
ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,69.0,64.0,58.0,75.0,62.0,68.0,gold_ml_predicted,0.9,67.2,0,0,0,0,26.3,14
UDENAFIL,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,Low,Clinical Candidate,chembl_ml_predicted,2,0,0,0,75.0,74.0,62.0,63.0,78.0,58.0,71.0,gold_ml_predicted,0.9,70.1,0,0,3,2,122.2,11
CERLAPIRDINE,CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,73.0,72.0,66.0,53.0,82.0,59.0,72.0,gold_ml_predicted,0.9,69.1,0,0,4,1,75.3,7
PRAMIPEXOLE DIHYDROCHLORIDE,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,Medium,FDA-Approved Drug,chembl_ml_predicted,0,0,2,0,73.0,65.0,74.0,52.0,54.0,44.0,48.0,gold_ml_predicted,0.9,61.9,0,0,1,2,82.4,3
GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,67.0,72.0,63.0,58.0,80.0,55.0,71.0,gold_ml_predicted,0.9,67.5,0,0,1,1,46.5,6
ADENOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,72.0,60.0,61.0,56.0,57.0,45.0,50.0,gold_ml_predicted,0.9,59.9,0,0,2,4,139.5,2
IDAZOXAN,c1ccc2c(c1)OCC(C1=NCCN1)O2,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,75.0,72.0,63.0,58.0,79.0,57.0,70.0,gold_ml_predicted,0.9,69.1,0,1,1,1,42.8,1
BROMOCRIPTINE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,75.0,74.0,66.0,60.0,81.0,57.0,71.0,gold_ml_predicted,0.9,70.6,0,0,2,3,118.2,5
FLUCONAZOLE,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,67.0,68.0,63.0,54.0,79.0,57.0,71.0,gold_ml_predicted,0.9,66.1,0,0,3,1,81.6,5
ISOTRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,72.0,66.0,61.0,80.0,59.0,71.0,gold_ml_predicted,0.9,69.9,0,0,0,1,37.3,5
LORAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,71.0,70.0,67.0,53.0,79.0,60.0,66.0,gold_ml_predicted,0.9,67.6,0,0,2,2,61.7,1
ROPINIROLE,CCCN(CCC)CCc1cccc2c1CC(=O)N2,High,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,60.0,60.0,54.0,60.0,54.0,40.0,43.0,gold_ml_predicted,0.9,55.6,0,0,1,1,32.3,7
ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,70.0,65.0,62.0,79.0,55.0,65.0,gold_ml_predicted,0.9,68.9,1,0,1,2,40.5,0
LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,69.0,65.0,59.0,82.0,59.0,76.0,gold_ml_predicted,0.9,69.5,0,0,1,2,90.4,2
MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,68.0,68.0,66.0,60.0,78.0,58.0,67.0,gold_ml_predicted,0.9,67.2,0,0,0,0,60.4,2
ITRACONAZOLE,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,69.0,72.0,62.0,50.0,80.0,59.0,71.0,gold_ml_predicted,0.9,66.9,0,0,5,0,104.7,11
ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,69.0,65.0,62.0,78.0,55.0,66.0,gold_ml_predicted,0.9,67.7,0,0,1,1,46.5,6
LEVETIRACETAM,CC[C@@H](C(N)=O)N1CCCC1=O,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,69.0,70.0,63.0,55.0,78.0,57.0,69.0,gold_ml_predicted,0.9,66.8,0,0,0,1,63.4,3
RIFAMPIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,73.0,64.0,56.0,77.0,56.0,66.0,gold_ml_predicted,0.9,67.9,3,0,2,6,220.1,4
ATORVASTATIN CALCIUM,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,70.0,66.0,58.0,79.0,56.0,70.0,gold_ml_predicted,0.9,68.4,0,0,8,6,229.2,24
PRELADENANT,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,Low,Clinical Candidate,chembl_ml_predicted,0,2,0,0,63.0,61.0,52.0,56.0,55.0,42.0,43.0,gold_ml_predicted,0.9,55.9,0,0,5,1,125.0,9
ARGININE,N=C(N)NCCC[C@H](N)C(=O)O,Low,Clinical Candidate,chembl_ml_predicted,2,0,0,0,67.0,69.0,66.0,54.0,74.0,58.0,67.0,gold_ml_predicted,0.9,65.8,0,0,0,5,125.2,5
ESCITALOPRAM,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,70.0,63.0,56.0,82.0,60.0,72.0,gold_ml_predicted,0.9,68.1,0,0,2,0,36.3,5
NEFIRACETAM,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,High,Clinical Candidate,chembl_ml_predicted,2,0,0,0,70.0,74.0,64.0,59.0,78.0,55.0,69.0,gold_ml_predicted,0.9,68.4,0,0,1,1,49.4,3
AMANTADINE HYDROCHLORIDE,Cl.NC12CC3CC(CC(C3)C1)C2,High,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,69.0,64.0,63.0,56.0,55.0,45.0,51.0,gold_ml_predicted,0.9,60.2,0,0,0,1,26.0,0
RIFAXIMIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,71.0,71.0,66.0,57.0,79.0,55.0,69.0,gold_ml_predicted,0.9,68.1,2,0,4,5,198.4,2
FOLIC ACID,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,69.0,73.0,63.0,53.0,78.0,57.0,66.0,gold_ml_predicted,0.9,66.9,0,0,3,6,213.3,9
PROPRANOLOL HYDROCHLORIDE,CC(C)NCC(O)COc1cccc2ccccc12.Cl,Medium,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,71.0,65.0,63.0,60.0,56.0,47.0,52.0,gold_ml_predicted,0.9,61.8,0,0,2,2,41.5,6
NILVADIPINE,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,Low,Clinical Candidate,chembl_ml_predicted,2,0,0,0,74.0,69.0,63.0,53.0,78.0,57.0,67.0,gold_ml_predicted,0.9,67.2,0,0,1,1,131.6,5
HYDRALAZINE HYDROCHLORIDE,Cl.NNc1nncc2ccccc12,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,71.0,64.0,55.0,78.0,58.0,71.0,gold_ml_predicted,0.9,68.4,0,0,2,2,63.8,1
DOXYCYCLINE,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,69.0,64.0,56.0,81.0,56.0,74.0,gold_ml_predicted,0.9,68.2,1,0,1,6,213.1,2
OMEGA-3-ACID ETHYL ESTERS,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,70.0,63.0,58.0,76.0,62.0,69.0,gold_ml_predicted,0.9,67.9,0,0,0,0,52.6,29
NAPROXEN SODIUM,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,69.0,62.0,67.0,76.0,54.0,67.0,gold_ml_predicted,0.9,68.1,0,0,2,0,49.4,3
ISOCARBOXAZID,Cc1cc(C(=O)NNCc2ccccc2)no1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,71.0,69.0,64.0,56.0,78.0,59.0,65.0,gold_ml_predicted,0.9,67.1,0,0,2,2,67.2,4
MIFEPRISTONE,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,73.0,67.0,53.0,81.0,59.0,72.0,gold_ml_predicted,0.9,69.1,0,0,1,1,40.5,2
FLUDEOXYGLUCOSE F 18,OC[C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,73.0,66.0,58.0,80.0,59.0,69.0,gold_ml_predicted,0.9,69.4,0,0,0,4,90.2,1
DROXIDOPA,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,68.0,65.0,53.0,57.0,55.0,41.0,43.0,gold_ml_predicted,0.9,58.1,2,1,1,5,124.0,3
BREXPIPRAZOLE,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,73.0,67.0,58.0,81.0,57.0,75.0,gold_ml_predicted,0.9,70.1,0,0,4,1,48.6,7
IOFLUPANE I 123,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF,Medium,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,63.0,63.0,53.0,58.0,54.0,43.0,43.0,gold_ml_predicted,0.9,56.7,0,0,1,0,29.5,5
NICOTINE,CN1CCC[C@H]1c1cccnc1,High,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,67.0,62.0,59.0,56.0,59.0,47.0,51.0,gold_ml_predicted,0.9,59.5,0,0,1,0,16.1,1
FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,Medium,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,66.0,61.0,52.0,52.0,56.0,40.0,42.0,gold_ml_predicted,0.9,55.9,0,0,2,0,64.4,2
DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,71.0,67.0,55.0,76.0,58.0,66.0,gold_ml_predicted,0.9,68.0,0,0,2,0,32.7,1
CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,71.0,65.0,50.0,81.0,60.0,68.0,gold_ml_predicted,0.9,67.8,0,0,2,1,30.9,0
LOVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,67.0,60.0,53.0,60.0,53.0,41.0,42.0,gold_ml_predicted,0.9,56.9,0,0,0,1,72.8,6
CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc21,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,69.0,66.0,54.0,77.0,55.0,67.0,gold_ml_predicted,0.9,67.1,0,0,2,1,46.3,0
ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1,Medium,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,66.0,65.0,52.0,53.0,54.0,40.0,43.0,gold_ml_predicted,0.9,56.7,1,0,1,2,49.3,1
BROMAZEPAM,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,High,Clinical Candidate,chembl_ml_predicted,2,0,0,0,67.0,71.0,68.0,59.0,83.0,56.0,70.0,gold_ml_predicted,0.9,68.6,0,0,2,1,54.4,1
BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,67.0,67.0,52.0,79.0,57.0,66.0,gold_ml_predicted,0.9,66.9,0,0,3,0,43.1,1
PIRACETAM,NC(=O)CN1CCCC1=O,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,73.0,73.0,66.0,57.0,81.0,61.0,70.0,gold_ml_predicted,0.9,69.8,0,0,0,1,63.4,2
BENPERIDOL,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,72.0,71.0,65.0,61.0,78.0,57.0,71.0,gold_ml_predicted,0.9,68.9,0,0,3,1,58.1,6
SAFINAMIDE MESYLATE,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,Medium,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,65.0,60.0,52.0,54.0,51.0,40.0,43.0,gold_ml_predicted,0.9,55.1,0,0,2,3,118.7,7
ENTACAPONE,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,65.0,62.0,56.0,53.0,52.0,41.0,42.0,gold_ml_predicted,0.9,56.1,2,1,1,2,127.7,5
CHOLECALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,72.0,63.0,60.0,62.0,58.0,47.0,50.0,gold_ml_predicted,0.9,61.6,0,0,0,1,20.2,6
PREGABALIN,CC(C)C[C@H](CN)CC(=O)O,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,65.0,68.0,63.0,55.0,75.0,57.0,72.0,gold_ml_predicted,0.9,65.3,0,0,0,2,63.3,5
CLOMETHIAZOLE,Cc1ncsc1CCCl,High,Clinical Candidate,chembl_ml_predicted,2,0,0,0,67.0,69.0,67.0,55.0,79.0,64.0,69.0,gold_ml_predicted,0.9,67.4,0,0,1,0,12.9,2
BUDIPINE,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,Low-Med,Clinical Candidate,chembl_ml_predicted,0,2,0,0,74.0,68.0,61.0,57.0,56.0,46.0,51.0,gold_ml_predicted,0.9,62.2,0,0,2,0,3.2,2
DOMPERIDONE,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,Medium,Clinical Candidate,chembl_ml_predicted,0,2,0,0,71.0,65.0,64.0,59.0,58.0,47.0,51.0,gold_ml_predicted,0.9,62.0,0,0,4,2,78.8,5
SAFINAMIDE,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,Medium,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,64.0,59.0,52.0,53.0,52.0,40.0,43.0,gold_ml_predicted,0.9,54.7,0,0,2,2,64.3,7
AMISULPRIDE,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,70.0,62.0,54.0,78.0,56.0,71.0,gold_ml_predicted,0.9,66.8,0,0,1,2,101.7,7
GLUTATHIONE,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,Low,Clinical Candidate,chembl_ml_predicted,0,2,0,0,62.0,61.0,53.0,56.0,56.0,40.0,43.0,gold_ml_predicted,0.9,55.9,0,0,0,6,158.8,9
MARAVIROC,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,69.0,71.0,66.0,62.0,81.0,56.0,74.0,gold_ml_predicted,0.9,69.1,0,0,2,1,63.1,8
CHLORAL HYDRATE,OC(O)C(Cl)(Cl)Cl,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,74.0,70.0,67.0,57.0,72.0,56.0,65.0,gold_ml_predicted,0.9,67.5,0,0,0,2,40.5,0
CLARITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,65.0,62.0,54.0,61.0,53.0,40.0,43.0,gold_ml_predicted,0.9,57.1,0,0,0,4,182.9,8
BENSERAZIDE,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,Low,Clinical Candidate,chembl_ml_predicted,0,2,0,0,68.0,64.0,54.0,57.0,55.0,41.0,43.0,gold_ml_predicted,0.9,58.0,3,1,1,7,148.1,5
BROMOCRIPTINE MESYLATE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,66.0,64.0,56.0,60.0,53.0,40.0,41.0,gold_ml_predicted,0.9,57.8,0,0,2,4,172.6,5
FLUDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,64.0,62.0,55.0,57.0,56.0,42.0,42.0,gold_ml_predicted,0.9,57.0,0,0,0,2,100.9,3
