name,smiles,bbb,compound_type,data_source,ad_target_count,pd_target_count,als_target_count,hd_target_count,antioxidant,anti_inflammatory,mitochondrial_support,aggregation_modulation,cognitive_enhancement,neurogenesis,synaptic_plasticity,tier,sample_weight
SAFINAMIDE,,Medium,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,64.0,59.0,52.0,53.0,52.0,40.0,43.0,gold_ml_predicted,0.9
AMISULPRIDE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,70.0,62.0,54.0,78.0,56.0,71.0,gold_ml_predicted,0.9
GLUTATHIONE,,Low,Clinical Candidate,chembl_ml_predicted,0,2,0,0,62.0,61.0,53.0,56.0,56.0,40.0,43.0,gold_ml_predicted,0.9
MARAVIROC,,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,69.0,71.0,66.0,62.0,81.0,56.0,74.0,gold_ml_predicted,0.9
CHLORAL HYDRATE,,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,74.0,70.0,67.0,57.0,72.0,56.0,65.0,gold_ml_predicted,0.9
CLARITHROMYCIN,,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,65.0,62.0,54.0,61.0,53.0,40.0,43.0,gold_ml_predicted,0.9
BENSERAZIDE,,Low,Clinical Candidate,chembl_ml_predicted,0,2,0,0,68.0,64.0,54.0,57.0,55.0,41.0,43.0,gold_ml_predicted,0.9
BROMOCRIPTINE MESYLATE,,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,66.0,64.0,56.0,60.0,53.0,40.0,41.0,gold_ml_predicted,0.9
FLUDROCORTISONE ACETATE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,64.0,62.0,55.0,57.0,56.0,42.0,42.0,gold_ml_predicted,0.9
CABERGOLINE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,63.0,63.0,56.0,59.0,54.0,42.0,42.0,gold_ml_predicted,0.9
MELEVODOPA,,Low-Med,Clinical Candidate,chembl_ml_predicted,0,2,0,0,65.0,62.0,52.0,54.0,55.0,42.0,43.0,gold_ml_predicted,0.9
DEXETIMIDE,,Medium,Clinical Candidate,chembl_ml_predicted,0,2,0,0,72.0,65.0,62.0,59.0,56.0,48.0,50.0,gold_ml_predicted,0.9
PARDOPRUNOX,,Medium,Clinical Candidate,chembl_ml_predicted,0,2,0,0,67.0,63.0,60.0,57.0,58.0,47.0,55.0,gold_ml_predicted,0.9
GLYCEROL PHENYLBUTYRATE,,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,70.0,65.0,54.0,57.0,55.0,41.0,45.0,gold_ml_predicted,0.9
TOZADENANT,,Medium,Clinical Candidate,chembl_ml_predicted,0,2,0,0,64.0,63.0,51.0,58.0,54.0,40.0,42.0,gold_ml_predicted,0.9
IPRATROPIUM BROMIDE,,High,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,62.0,61.0,54.0,62.0,54.0,42.0,43.0,gold_ml_predicted,0.9
ATROPINE SULFATE,,High,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,61.0,59.0,54.0,61.0,54.0,41.0,42.0,gold_ml_predicted,0.9
NABILONE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,66.0,65.0,52.0,59.0,56.0,41.0,44.0,gold_ml_predicted,0.9
PHENYTOIN,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,77.0,73.0,64.0,63.0,76.0,58.0,69.0,gold_ml_predicted,0.9
SULPIRIDE,,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,68.0,71.0,62.0,54.0,79.0,57.0,72.0,gold_ml_predicted,0.9
PHENOBARBITAL,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,71.0,75.0,63.0,60.0,77.0,57.0,70.0,gold_ml_predicted,0.9
FLUOXETINE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,73.0,65.0,66.0,78.0,59.0,66.0,gold_ml_predicted,0.9
PAROXETINE,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,75.0,73.0,64.0,58.0,78.0,58.0,70.0,gold_ml_predicted,0.9
SERTINDOLE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,72.0,65.0,58.0,78.0,60.0,71.0,gold_ml_predicted,0.9
PERPHENAZINE,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,69.0,70.0,66.0,52.0,81.0,59.0,77.0,gold_ml_predicted,0.9
OXAZEPAM,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,71.0,68.0,53.0,79.0,61.0,66.0,gold_ml_predicted,0.9
LORMETAZEPAM,,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,74.0,69.0,65.0,53.0,76.0,60.0,65.0,gold_ml_predicted,0.9
ZIDOVUDINE,,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,71.0,63.0,62.0,78.0,56.0,68.0,gold_ml_predicted,0.9
TRIMIPRAMINE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,70.0,64.0,56.0,79.0,57.0,69.0,gold_ml_predicted,0.9
MAPROTILINE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,69.0,64.0,58.0,80.0,59.0,70.0,gold_ml_predicted,0.9
LAMOTRIGINE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,69.0,65.0,52.0,82.0,60.0,70.0,gold_ml_predicted,0.9
TADALAFIL,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,72.0,67.0,53.0,78.0,60.0,72.0,gold_ml_predicted,0.9
PIPAMPERONE,,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,67.0,69.0,65.0,52.0,79.0,56.0,70.0,gold_ml_predicted,0.9
FLUSPIRILENE,,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,70.0,71.0,66.0,60.0,78.0,55.0,70.0,gold_ml_predicted,0.9
GABAPENTIN,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,68.0,69.0,64.0,55.0,78.0,56.0,68.0,gold_ml_predicted,0.9
TIAPRIDE,,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,74.0,75.0,63.0,58.0,79.0,56.0,71.0,gold_ml_predicted,0.9
OXCARBAZEPINE,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,75.0,71.0,64.0,54.0,77.0,60.0,64.0,gold_ml_predicted,0.9
MOCLOBEMIDE,,High,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,71.0,61.0,58.0,78.0,55.0,70.0,gold_ml_predicted,0.9
ZOPICLONE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,72.0,64.0,53.0,81.0,59.0,70.0,gold_ml_predicted,0.9
ROFLUMILAST,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,74.0,63.0,54.0,80.0,58.0,74.0,gold_ml_predicted,0.9
TOPIRAMATE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,67.0,66.0,55.0,78.0,57.0,65.0,gold_ml_predicted,0.9
PALIPERIDONE,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,71.0,61.0,62.0,80.0,62.0,76.0,gold_ml_predicted,0.9
FLUPHENAZINE ENANTHATE,,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,73.0,64.0,55.0,79.0,59.0,77.0,gold_ml_predicted,0.9
VENLAFAXINE HYDROCHLORIDE,,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,68.0,70.0,62.0,58.0,80.0,57.0,71.0,gold_ml_predicted,0.9
MEGESTROL ACETATE,,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,68.0,69.0,65.0,62.0,79.0,57.0,68.0,gold_ml_predicted,0.9
NICERGOLINE,,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,73.0,73.0,65.0,55.0,78.0,60.0,66.0,gold_ml_predicted,0.9
MELPERONE,,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,72.0,71.0,66.0,57.0,79.0,57.0,70.0,gold_ml_predicted,0.9
