index,feature,block,type,description,unit
372,ecfp4_372,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
373,ecfp4_373,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
374,ecfp4_374,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
375,ecfp4_375,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
376,ecfp4_376,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
377,ecfp4_377,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
378,ecfp4_378,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
379,ecfp4_379,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
380,ecfp4_380,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
381,ecfp4_381,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
382,ecfp4_382,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
383,ecfp4_383,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
384,ecfp4_384,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
385,ecfp4_385,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
386,ecfp4_386,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
387,ecfp4_387,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
388,ecfp4_388,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
389,ecfp4_389,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
390,ecfp4_390,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
391,ecfp4_391,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
392,ecfp4_392,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
393,ecfp4_393,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
394,ecfp4_394,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
395,ecfp4_395,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
396,ecfp4_396,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
397,ecfp4_397,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
398,ecfp4_398,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
399,ecfp4_399,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
400,ecfp4_400,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
401,ecfp4_401,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
402,ecfp4_402,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
403,ecfp4_403,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
404,ecfp4_404,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
405,ecfp4_405,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
406,ecfp4_406,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
407,ecfp4_407,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
408,ecfp4_408,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
409,ecfp4_409,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
410,ecfp4_410,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
411,ecfp4_411,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
412,ecfp4_412,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
413,ecfp4_413,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
414,ecfp4_414,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
415,ecfp4_415,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
416,ecfp4_416,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
417,ecfp4_417,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
418,ecfp4_418,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
419,ecfp4_419,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
420,ecfp4_420,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
421,ecfp4_421,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
422,ecfp4_422,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
423,ecfp4_423,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
424,ecfp4_424,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
425,ecfp4_425,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
426,ecfp4_426,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
427,ecfp4_427,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
428,ecfp4_428,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
429,ecfp4_429,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
430,ecfp4_430,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
431,ecfp4_431,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
432,ecfp4_432,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
433,ecfp4_433,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
434,ecfp4_434,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
435,ecfp4_435,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
436,ecfp4_436,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
437,ecfp4_437,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
438,ecfp4_438,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
439,ecfp4_439,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
440,ecfp4_440,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
441,ecfp4_441,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
442,ecfp4_442,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
443,ecfp4_443,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
444,ecfp4_444,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
445,ecfp4_445,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
446,ecfp4_446,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
447,ecfp4_447,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
448,ecfp4_448,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
449,ecfp4_449,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
450,ecfp4_450,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
451,ecfp4_451,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
452,ecfp4_452,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
453,ecfp4_453,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
454,ecfp4_454,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
455,ecfp4_455,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
456,ecfp4_456,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
457,ecfp4_457,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
458,ecfp4_458,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
459,ecfp4_459,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
460,ecfp4_460,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
461,ecfp4_461,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
462,ecfp4_462,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
463,ecfp4_463,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
464,ecfp4_464,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
465,ecfp4_465,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
466,ecfp4_466,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
467,ecfp4_467,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
468,ecfp4_468,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
469,ecfp4_469,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
470,ecfp4_470,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
471,ecfp4_471,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
472,ecfp4_472,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
473,ecfp4_473,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
474,ecfp4_474,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
475,ecfp4_475,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
476,ecfp4_476,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
477,ecfp4_477,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
478,ecfp4_478,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
479,ecfp4_479,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
480,ecfp4_480,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
481,ecfp4_481,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
482,ecfp4_482,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
483,ecfp4_483,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
484,ecfp4_484,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
485,ecfp4_485,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
486,ecfp4_486,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
487,ecfp4_487,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
488,ecfp4_488,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
489,ecfp4_489,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
490,ecfp4_490,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
491,ecfp4_491,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
492,ecfp4_492,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
493,ecfp4_493,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
494,ecfp4_494,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
495,ecfp4_495,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
496,ecfp4_496,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
497,ecfp4_497,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
498,ecfp4_498,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
499,ecfp4_499,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
500,ecfp4_500,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
501,ecfp4_501,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
502,ecfp4_502,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
503,ecfp4_503,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
504,ecfp4_504,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
505,ecfp4_505,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
506,ecfp4_506,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
507,ecfp4_507,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
508,ecfp4_508,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
509,ecfp4_509,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
510,ecfp4_510,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
511,ecfp4_511,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
512,ecfp4_512,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
513,ecfp4_513,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
514,ecfp4_514,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
515,ecfp4_515,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
516,ecfp4_516,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
517,ecfp4_517,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
518,ecfp4_518,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
519,ecfp4_519,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
520,ecfp4_520,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
521,ecfp4_521,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
522,ecfp4_522,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
523,ecfp4_523,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
524,ecfp4_524,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
525,ecfp4_525,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
526,ecfp4_526,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
527,ecfp4_527,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
528,ecfp4_528,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
529,ecfp4_529,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
530,ecfp4_530,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
531,ecfp4_531,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
532,ecfp4_532,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
533,ecfp4_533,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
534,ecfp4_534,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
535,ecfp4_535,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
536,ecfp4_536,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
537,ecfp4_537,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
538,ecfp4_538,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
539,ecfp4_539,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
540,ecfp4_540,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
541,ecfp4_541,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
542,ecfp4_542,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
543,ecfp4_543,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
544,ecfp4_544,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
545,ecfp4_545,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
546,ecfp4_546,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
547,ecfp4_547,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
548,ecfp4_548,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
549,ecfp4_549,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
550,ecfp4_550,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
551,ecfp4_551,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
552,ecfp4_552,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
553,ecfp4_553,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
554,ecfp4_554,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
555,ecfp4_555,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
556,ecfp4_556,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
557,ecfp4_557,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
